Date,Price,Open,High,Low,Vol.,Change %
02/11/2022,82048,76923,84955,76159,539420,0.0439
02/10/2022,78598,82540,82787,78376,708010,-0.04
02/09/2022,81875,80668,82861,79756,995750,0.031
02/08/2022,79411,79707,84388,78598,751120,-0.0101
02/07/2022,80224,80643,81481,74656,955330,-0.7636
02/06/2022,339400,339400,339400,339400,842180,3.0586
02/04/2022,83625,83526,85546,82540,925600,0.0012
02/03/2022,83526,84216,86729,81333,842030,-0.7456
02/02/2022,328300,328300,328300,328300,847260,3.0586
01/28/2022,80890,78845,83156,72340,991610,0.0067
01/27/2022,80348,77563,85399,77021,921250,-0.0073
01/26/2022,80939,100404,101636,80939,862110,-0.1915
01/25/2022,100108,98704,102547,98211,854760,0.0147
01/24/2022,98654,100280,103952,96585,842300,-0.7726
01/23/2022,433800,433800,433800,433800,718610,3.0586
01/21/2022,106884,111491,111491,106687,965360,-0.0466
01/20/2022,112107,105800,112107,105455,823480,0.0535
01/19/2022,106416,108042,108214,104765,928690,-0.0146
01/18/2022,107992,107672,110777,106760,513300,0.0074
01/17/2022,107204,106760,109791,106440,650590,-0.7524
01/16/2022,433000,433000,433000,433000,658010,3.0586
01/14/2022,106687,106317,108140,105726,674580,-0.0228
01/13/2022,109175,111984,113339,106711,821490,-0.0043
01/12/2022,109643,105997,110037,105997,986820,0.0483
01/11/2022,104592,107204,109446,103976,734420,-0.0284
01/10/2022,107647,109791,111048,106021,429550,-0.7612
01/09/2022,450800,450800,450800,450800,555090,3.0586
01/07/2022,111072,111491,115310,110777,680950,-0.0038
01/06/2022,111491,110826,115754,110826,549460,-0.0279
01/05/2022,114694,116591,116690,113339,757660,-0.02
01/04/2022,117035,120287,120484,115310,443610,-0.0104
01/03/2022,118267,124451,125166,118267,770700,-0.0415
12/30/2021,123392,124008,124180,121987,371130,-0.0048
12/29/2021,123983,128122,129256,123195,258910,-0.0393
12/28/2021,129059,122924,129453,122924,252080,0.0539
12/27/2021,122455,123613,124180,122455,296310,-0.7561
12/26/2021,502000,502000,502000,502000,552670,3.0586
12/24/2021,123687,125708,126225,123392,381970,-0.0128
12/23/2021,125289,125412,128320,123860,325980,0.002
12/22/2021,125043,126619,127999,124254,376510,-0.0006
12/21/2021,125116,123490,125338,118981,479130,0.0132
12/20/2021,123490,123983,125215,123195,291610,-0.7573
12/19/2021,508900,508900,508900,508900,414460,3.0586
12/17/2021,125387,123441,125387,123244,585580,-0.0065
12/16/2021,126201,129330,129675,125782,342570,-0.0008
12/15/2021,126299,123219,129108,123219,372050,0.0069
12/14/2021,125437,123761,126373,123195,806810,-0.0086
12/13/2021,126521,128246,129675,125757,231990,-0.7564
12/12/2021,519300,519300,519300,519300,333370,3.0586
12/10/2021,127950,130586,131818,127876,704710,-0.0473
12/09/2021,134307,132434,134307,129083,953360,0.0189
12/08/2021,131818,126767,133642,126299,366640,0.0651
12/07/2021,123761,124919,127482,123490,861300,-0.0036
12/06/2021,124205,128196,128196,123195,483430,-0.7648
12/05/2021,528000,528000,528000,528000,443020,3.0586
12/03/2021,130094,123195,130537,122948,510230,0.059
12/02/2021,122850,125757,126644,120731,368510,-0.0371
12/01/2021,127580,134011,134282,123466,558940,-0.0471
11/30/2021,133888,131325,136376,129453,212890,0.0372
11/29/2021,129083,128122,132557,127063,330180,-0.7607
11/28/2021,539400,539400,539400,539400,467030,3.0586
11/26/2021,132902,132188,134430,131941,363260,0.0063
11/25/2021,132065,134726,136623,131941,337940,-0.0198
11/24/2021,134726,131079,134726,130685,453150,0.0221
11/23/2021,131818,132804,134479,129872,322190,-0.0074
11/22/2021,132804,134208,134208,127925,307560,-0.757
11/21/2021,546500,546500,546500,546500,457380,3.0586
11/19/2021,134652,140442,140935,131670,389070,-0.037
11/18/2021,139826,137929,141698,136007,444220,0.0138
11/17/2021,137929,139062,139752,136746,737860,-0.0012
11/16/2021,138101,138323,140319,136746,694310,-0.0071
11/15/2021,139087,138717,141625,137165,685840,-0.753
11/14/2021,563000,563000,563000,563000,953150,3.0586
11/12/2021,138717,140639,141156,136081,490790,-0.0014
11/11/2021,138914,132828,140195,132779,870890,0.0458
11/10/2021,132828,134208,140220,131843,679190,-0.033
11/09/2021,137362,123663,137879,122850,925520,0.1
11/08/2021,124870,123811,126693,121224,360620,-0.7498
11/07/2021,499100,499100,499100,499100,415930,3.0586
11/05/2021,122973,119573,124254,117207,289690,0.0948
11/04/2021,112329,108017,112329,106662,664210,0.0727
11/03/2021,104715,101118,106268,101020,380120,0.052
11/02/2021,99541,99295,101118,99073,877160,0.0052
11/01/2021,99024,101512,101586,98408,701720,-0.7584
10/31/2021,409900,409900,409900,409900,976670,3.0586
