Date,Price,Open,High,Low,Vol.,Change %
10/26/2021,108000,110800,111600,107900,0.1,-0.0128
10/25/2021,109400,109200,110300,106400,0.01,0.0083
10/24/2021,108500,108500,108500,108500,,0
10/22/2021,108500,105200,110800,104200,264.13,0.0236
10/21/2021,106000,110800,111600,106000,0.04,-0.0459
10/20/2021,111100,114800,114800,110600,0.29,-0.0203
10/19/2021,113400,114900,118500,113300,537.34,0.0089
10/18/2021,112400,113900,115500,112400,291.25,-0.0097
10/17/2021,113500,113500,113500,113500,,0
10/15/2021,113500,115100,115800,112400,365.39,-0.0079
10/14/2021,114400,111100,116000,109400,0,0.0476
10/13/2021,109200,107600,110700,105000,491.46,0.0065
10/12/2021,108500,107800,109000,106000,0.37,0.0363
10/11/2021,104700,104700,104700,104700,,0
10/08/2021,104700,102700,109200,100500,891.47,0.047
10/07/2021,100000,99500,100300,97400,0.12,0.0173
10/06/2021,98300,101900,102700,97500,0.34,-0.0051
10/05/2021,98800,98400,100300,96700,244.53,0.001
10/04/2021,98700,98700,98700,98700,,0
10/01/2021,98700,99400,101100,97500,258.96,-0.008
09/30/2021,99500,101100,103200,99500,0.06,-0.008
09/29/2021,100300,96800,100600,96600,0.29,0.005
09/28/2021,99800,102000,102300,99600,0.03,-0.0167
09/27/2021,101500,102300,103500,101300,251.32,-0.0126
09/26/2021,102800,102800,102800,102800,,0
09/24/2021,102800,103600,106300,102000,378.73,0.0049
09/23/2021,102300,103100,105400,102300,0.02,-0.0192
09/22/2021,104300,104300,104300,104300,,0
09/17/2021,104300,107200,107700,103400,364.91,-0.0334
09/16/2021,107900,108800,114400,106200,1.18,0.0084
09/15/2021,107000,102100,108200,101100,0.01,0.0439
09/14/2021,102500,101100,103300,101100,0.12,0.0059
09/13/2021,101900,105100,105700,101200,0.14,-0.0286
09/12/2021,104900,104900,104900,104900,,0
09/10/2021,104900,103200,106000,100700,477.7,0.0294
09/09/2021,101900,107000,107700,100100,0.03,-0.0174
09/08/2021,103700,110900,111000,102900,1.66,-0.0581
09/07/2021,110100,112200,116000,110100,0.26,0.0166
09/06/2021,108300,109000,113100,108300,0,-0.0199
09/05/2021,110500,110500,110500,110500,,0
09/03/2021,110500,107600,112500,106300,668.9,0.011
09/02/2021,109300,112400,115500,104300,0.06,-0.0293
09/01/2021,112600,119000,123900,112200,1.19,-0.0522
08/31/2021,118800,125900,128700,117800,0.92,-0.0141
08/30/2021,120500,112000,125900,108400,0,0.1127
08/29/2021,108300,108300,108300,108300,,0
08/27/2021,108300,98300,109100,97200,1.63,0.0852
08/26/2021,99800,99500,100400,95100,1.16,0.0091
08/25/2021,98900,96300,99700,94000,1.73,0.0589
08/24/2021,93400,99200,100000,90100,0.29,-0.0613
08/23/2021,99500,102500,104900,95200,0.59,-0.0349
08/22/2021,103100,103100,103100,103100,,0
08/20/2021,103100,115000,116000,92900,4.2,-0.1549
08/19/2021,122000,142000,152100,121800,0.92,-0.1372
08/18/2021,141400,133500,151000,133100,1.38,-0.1034
08/17/2021,157700,176200,178700,153700,0.05,-0.1335
08/16/2021,182000,182000,182000,182000,,0
